ID,Ingredient,Form,Dosage
28104431308,meropenem(trihydrate),powder,1 g
28104431208,meropenem(trihydrate),powder,500 mg
28106680621,meropenem(trihydrate),powder,1000 mg
28106680521,meropenem(trihydrate),powder,500 mg
28106306619,mesalazine,tablet,500 mg
28106356319,mesalazine,tablet,1000 mg
28106171618,mesalazine,tablet,500 mg
28104985611,mesalazine,tablet,1200 mg
28105270913,mesalazine,tablet,1200 mg
28100123355,pyridostigminebromide,tablet,60 mg
28104565609,pyridostigminebromide,tablet,60 mg
28104614109,pyridostigminebromide,tablet,60 mg
28105782816,pyridostigminebromide,tablet,60 mg
28105905417,pyridostigminebromide,tablet,10 mg
28103065099,meloxicam,inject,5 mg/ml
28103804905,meloxicam,tablet,1 mg
28103805005,meloxicam,tablet,2.5 mg
28104497309,meloxicam,inject,2 mg/ml
28105700415,meloxicam,inject,40 mg/ml
28105556114,meloxicam,inject,40 mg/ml
28101833896,meloxicam,inject,5 mg/ml
28103574303,meloxicam,inject,5 mg/ml
28103066299,meloxicam,inject,20 mg/ml
28105990317,methadonehydrochloride,tablet,10 mg
28105990417,methadonehydrochloride,tablet,20 mg
28105990517,methadonehydrochloride,tablet,40 mg
28105990217,methadonehydrochloride,tablet,5 mg
28101162283,methadonehydrochloride,tablet,20 mg
28100734576,methadonehydrochloride,tablet,5 mg
28103119499,tenecteplase,powder,10.000 e
28103119399,tenecteplase,powder,8000 e
28107106423,tenecteplase,powder,5000 e
28101636585,phenylephrinehydrochloride,inject,1 mg/ml
28104199207,methotrexate,inject,50 mg/ml
28105087912,methotrexatesodium,inject,10 mg
28106721722,methotrexatesodium,inject,10 mg
28106853922,methotrexatesodium,inject,10 mg
28106858822,methotrexatesodium,inject,10 mg
28105088012,methotrexatesodium,inject,12.5 mg
28105088112,methotrexatesodium,inject,15 mg
28106721822,methotrexatesodium,inject,15 mg
28106867122,methotrexatesodium,inject,15 mg
28105088212,methotrexatesodium,inject,17.5 mg
28106721922,methotrexatesodium,inject,17.5 mg
28105088312,methotrexatesodium,inject,20 mg
28106722022,methotrexatesodium,inject,20 mg
28106853522,methotrexatesodium,inject,20 mg
28105088412,methotrexatesodium,inject,22.5 mg
28105088512,methotrexatesodium,inject,25 mg
28106722122,methotrexatesodium,inject,25 mg
28105088612,methotrexatesodium,inject,27.5 mg
28105088712,methotrexatesodium,inject,30 mg
28105087812,methotrexatesodium,inject,7.5 mg
28106455120,metforminhydrochloride,tablet,1000 mg
28106454920,metforminhydrochloride,tablet,500 mg
28106455020,metforminhydrochloride,tablet,850 mg
28104459008,metforminhydrochloride,tablet,1000 mg
28103244201,metforminhydrochloride,tablet,500 mg
28103244301,metforminhydrochloride,tablet,850 mg
28104363808,metforminhydrochloride,tablet,1000 mg
28104363608,metforminhydrochloride,tablet,500 mg
28104363708,metforminhydrochloride,tablet,850 mg
28104366208,metforminhydrochloride,tablet,1000 mg
28104366008,metforminhydrochloride,tablet,500 mg
28104366108,metforminhydrochloride,tablet,850 mg
28106611821,metforminhydrochloride,tablet,1000 mg
28106611621,metforminhydrochloride,tablet,500 mg
28106611721,metforminhydrochloride,tablet,850 mg
28106077018,metforminhydrochloride,tablet,1000 mg
28106076818,metforminhydrochloride,tablet,500 mg
28106076918,metforminhydrochloride,tablet,850 mg
28104352508,metforminhydrochloride,tablet,1000 mg
28104352308,metforminhydrochloride,tablet,500 mg
28104352408,metforminhydrochloride,tablet,850 mg
28106337319,metforminhydrochloride,tablet,1000 mg
28106337119,metforminhydrochloride,tablet,500 mg
28106337219,metforminhydrochloride,tablet,850 mg
28104201907,metforminhydrochloride,tablet,500 mg
28104202007,metforminhydrochloride,tablet,850 mg
28103762705,metforminhydrochloride,tablet,1000 mg
28104030906,metforminhydrochloride,tablet,1000 mg
28103789505,metforminhydrochloride,tablet,500 mg
28103789605,metforminhydrochloride,tablet,850 mg
28106593321,metforminhydrochloride,tablet,1000 mg
28106593121,metforminhydrochloride,tablet,500 mg
28106593221,metforminhydrochloride,tablet,850 mg
28104883311,metforminhydrochloride,tablet,500 mg
28106442920,metforminhydrochloride,tablet,1000 mg
28106442720,metforminhydrochloride,tablet,500 mg
28106442820,metforminhydrochloride,tablet,850 mg
28106183718,methadonehydrochloride,tablet,10 mg
28106183818,methadonehydrochloride,tablet,20 mg
28106183918,methadonehydrochloride,tablet,40 mg
28106183618,methadonehydrochloride,tablet,5 mg
28106184018,methadonehydrochloride,tablet,60 mg
28106811722,methadonehydrochloride,inject,10 mg/ml
28106058317,methenaminehippurate,tablet,1 g
28101002855,methylergometrinehydrogenmaleate,inject,0.2 mg/ml
28106674421,methotrexate,inject,10 mg
28106674521,methotrexate,inject,12.5 mg
28106674621,methotrexate,inject,15 mg
28106674721,methotrexate,inject,17.5 mg
28106674821,methotrexate,inject,20 mg
28106674921,methotrexate,inject,22.5 mg
28106675021,methotrexate,inject,25 mg
28106675121,methotrexate,inject,27.5 mg
28106675221,methotrexate,inject,30 mg
28106674221,methotrexate,inject,7.5 mg
28105018012,methotrexate,inject,25 mg/ml
28105881116,methotrexate,tablet,2.5 mg
28101948497,methotrexate,tablet,10 mg
28106995523,methotrexate,tablet,10 mg
28101948297,methotrexate,tablet,2.5 mg
28101948397,methotrexate,tablet,5 mg
28105384914,methotrexate,inject,25 mg/ml
28101593694,methotrexate,inject,25 mg/ml
28106770022,methotrexatesodium,tablet,2.5 mg
28106403920,methotrexatesodium,tablet,2.5 mg
28103776405,methotrexatesodium,tablet,2.5 mg
28106663121,methylphenidatehydrochloride,tablet,18 mg
28106682421,methylphenidatehydrochloride,tablet,36 mg
28106681121,methylphenidatehydrochloride,tablet,54 mg
28105492514,methylphenidatehydrochloride,tablet,10 mg
28105492614,methylphenidatehydrochloride,tablet,20 mg
28105492414,methylphenidatehydrochloride,tablet,5 mg
28105632015,methylphenidatehydrochloride,tablet,18 mg
28105632115,methylphenidatehydrochloride,tablet,27 mg
28105632215,methylphenidatehydrochloride,tablet,36 mg
28105632315,methylphenidatehydrochloride,tablet,54 mg
28104809910,methylphenidatehydrochloride,tablet,18 mg
28104810010,methylphenidatehydrochloride,tablet,36 mg
28104810110,methylphenidatehydrochloride,tablet,54 mg
28106312519,methylphenidatehydrochloride,tablet,18 mg
28106312619,methylphenidatehydrochloride,tablet,27 mg
28106312719,methylphenidatehydrochloride,tablet,36 mg
28106312819,methylphenidatehydrochloride,tablet,54 mg
28105239613,methylphenidatehydrochloride,tablet,18 mg
28105522814,methylphenidatehydrochloride,tablet,27 mg
28105239713,methylphenidatehydrochloride,tablet,36 mg
28105239813,methylphenidatehydrochloride,tablet,54 mg
28106409220,methylphenidatehydrochloride,capsule,10 mg
28106409320,methylphenidatehydrochloride,capsule,20 mg
28106409420,methylphenidatehydrochloride,capsule,30 mg
28106409520,methylphenidatehydrochloride,capsule,40 mg
28106409620,methylphenidatehydrochloride,capsule,60 mg
28104809610,methylphenidatehydrochloride,tablet,18 mg
28104966611,methylphenidatehydrochloride,tablet,27 mg
28104809710,methylphenidatehydrochloride,tablet,36 mg
28104809810,methylphenidatehydrochloride,tablet,54 mg
28107112924,methylphenidatehydrochloride,tablet,18 mg
28107113024,methylphenidatehydrochloride,tablet,27 mg
28106188618,methylphenidatehydrochloride,tablet,18 mg
28106188718,methylphenidatehydrochloride,tablet,27 mg
28106188818,methylphenidatehydrochloride,tablet,36 mg
28106188918,methylphenidatehydrochloride,tablet,54 mg
28105985417,methylphenidatehydrochloride,capsule,20 mg
28105985517,methylphenidatehydrochloride,capsule,30 mg
28105985617,methylphenidatehydrochloride,capsule,40 mg
28105985717,methylphenidatehydrochloride,capsule,60 mg
28105986017,methylphenidatehydrochloride,capsule,10 mg
28105986117,methylphenidatehydrochloride,capsule,20 mg
28105986217,methylphenidatehydrochloride,capsule,30 mg
28105986317,methylphenidatehydrochloride,capsule,40 mg
28105986417,methylphenidatehydrochloride,capsule,60 mg
28107072723,methylphenidatehydrochloride,tablet,18 mg
28107072823,methylphenidatehydrochloride,tablet,27 mg
28107073323,methylphenidatehydrochloride,tablet,36 mg
28107127524,methylphenidatehydrochloride,tablet,54 mg
28106214919,methylphenidatehydrochloride,tablet,18 mg
28106652821,methylphenidatehydrochloride,tablet,27 mg
28106652921,methylphenidatehydrochloride,tablet,36 mg
28106215219,methylphenidatehydrochloride,tablet,54 mg
28105212613,methylprednisolone,tablet,16 mg
28105212513,methylprednisolone,tablet,4 mg
28104650910,methylthioniniumchloride,inject,5 mg/ml
28101535392,metoprololtartrate,tablet,100 mg
28101535292,metoprololtartrate,tablet,50 mg
28105682815,metoclopramidehydrochloride,tablet,10 mg
28105221113,metoclopramidehydrochloride,tablet,10 mg
28105462814,metoclopramidehydrochloride,tablet,10 mg
28106200618,metolazone,tablet,5 mg
28105278713,metoclopramidehydrochloride,inject,2.5 mg/ml
28105278813,metoclopramidehydrochloride,inject,5 mg/ml
28104326008,metoprololsuccinate,tablet,100 mg
28104326108,metoprololsuccinate,tablet,200 mg
28104325808,metoprololsuccinate,tablet,25 mg
28104325908,metoprololsuccinate,tablet,50 mg
28106613321,metoprololtartrate,tablet,100 mg
28105336213,metyrapone,capsule,250 mg
28106129718,metoprololtartrate,inject,1 mg/ml
28103019698,metoprololtartrate,tablet,100 mg
28103019798,metoprololtartrate,tablet,200 mg
28103019598,metoprololtartrate,tablet,50 mg
28106821322,metoprololsuccinate,tablet,100 mg
28106821422,metoprololsuccinate,tablet,200 mg
28106821122,metoprololsuccinate,tablet,25 mg
28106821222,metoprololsuccinate,tablet,50 mg
28103729904,metoprololsuccinate,tablet,100 mg
28103730004,metoprololsuccinate,tablet,150 mg
28103730104,metoprololsuccinate,tablet,200 mg
28103729704,metoprololsuccinate,tablet,25 mg
28103729804,metoprololsuccinate,tablet,50 mg
28104326408,metoprololsuccinate,tablet,100 mg
28104326508,metoprololsuccinate,tablet,200 mg
28104326208,metoprololsuccinate,tablet,25 mg
28104326308,metoprololsuccinate,tablet,50 mg
28106534420,metoprololsuccinate,tablet,50 mg
28104163307,metoprololsuccinate,tablet,100 mg
28104163407,metoprololsuccinate,tablet,200 mg
28104163107,metoprololsuccinate,tablet,25 mg
28104163207,metoprololsuccinate,tablet,50 mg
28104162507,metoprololsuccinate,tablet,100 mg
28104162607,metoprololsuccinate,tablet,200 mg
28104162307,metoprololsuccinate,tablet,25 mg
28104162407,metoprololsuccinate,tablet,50 mg
28104280908,metoprololsuccinate,tablet,100 mg
28104281008,metoprololsuccinate,tablet,200 mg
28104280708,metoprololsuccinate,tablet,25 mg
28104280808,metoprololsuccinate,tablet,50 mg
28106350419,metoprololtartrate,tablet,100 mg
28107007923,metoprololtartrate,tablet,50 mg
28106547720,metoprololtartrate,tablet,100 mg
28107026123,metoprololtartrate,inject,1 mg/ml
28106287719,metoprololtartrate,inject,1 mg/ml
28106554720,metoprololsuccinate,tablet,50 mg
28105501814,metronidazole,tablet,250 mg
28105501914,metronidazole,tablet,500 mg
28106079518,metronidazole,tablet,250 mg
28106079618,metronidazole,tablet,500 mg
28104707310,metronidazole,cream,1%
28101192084,metronidazole,cream,1%
28100533567,metronidazole,tablet,250 mg
28100980178,metronidazole,tablet,500 mg
28101208785,metronidazole,tablet,500 mg
28106116618,metronidazole,cream,10 mg/g
28106413020,metronidazole,tablet,1000 mg
28106412820,metronidazole,tablet,250 mg
28106412920,metronidazole,tablet,500 mg
28106111818,metronidazole,tablet,100 mg
28106111918,metronidazole,tablet,250 mg
28106112018,metronidazole,tablet,750 mg
28103285001,methylaminolevulinatehydrochloride,cream,160 mg/g
28106680421,methylaminolevulinatehydrochloride,cream,160 mg/g
28106572221,methylphenidatehydrochloride,capsule,10 mg
28106572321,methylphenidatehydrochloride,capsule,20 mg
28106572421,methylphenidatehydrochloride,capsule,30 mg
28106572521,methylphenidatehydrochloride,capsule,40 mg
28106572621,methylphenidatehydrochloride,capsule,60 mg
28106850122,eribulinmesylate,inject,0.44 mg/ml
28106673621,meloxicam,inject,20 mg/ml
28106677621,meloxicam,inject,5 mg/ml
28106701921,meloxicam,tablet,0.25 mg
28103896906,mesalazine,tablet,1200 mg
28107126523,mesalazine,tablet,1200 mg
28105376814,"mycoplasmahyopneumoniae,inactivated",inject,5.5 elisa enheder/ml
28106264919,"mycoplasmahyopneumoniae,inactivated",inject,
28100659475,calcitonin(salmon),inject,100 ie/ml
28105830616,mianserinhydrochloride,tablet,10 mg
28106921023,mianserinhydrochloride,tablet,10 mg
28106922623,mianserinhydrochloride,tablet,30 mg
28103474603,mianserinhydrochloride,tablet,10 mg
28103474703,mianserinhydrochloride,tablet,30 mg
28103474803,mianserinhydrochloride,tablet,60 mg
28101339488,mianserinhydrochloride,tablet,10 mg
28101344088,mianserinhydrochloride,tablet,30 mg
28120211593,"3-iodobenzylguanidinesulphate,iobenguanidine(123-i)",inject,
28103059698,telmisartan,tablet,20 mg
28101906797,telmisartan,tablet,40 mg
28101906897,telmisartan,tablet,80 mg
28103249501,"hydrochlorothiazide,telmisartan",tablet,40 + 12.5 mg
28103249601,"hydrochlorothiazide,telmisartan",tablet,80 + 12.5 mg
28104173707,"hydrochlorothiazide,telmisartan",tablet,80+25 mg
28106852222,betahistadilhydrochloride,tablet,16 mg
28106852022,betahistadilhydrochloride,tablet,8 mg
28101666194,hydrogenperoxidediluent30%,cream,1%
28100787776,"ethinylestradiol,levonorgestrel",tablet,0.15 + 0.03 mg
28104882311,"ethinylestradiol,levonorgestrel",tablet,150+30 mikrogram
28100853284,bariumsulphate,paste,70%
28107058223,midazolam,inject,5 mg/ml
28104175107,midazolamhydrochloride,inject,1 mg/ml
28104175207,midazolamhydrochloride,inject,5 mg/ml
28106255419,midazolam,inject,1 mg/ml
28103969606,midazolam,inject,1 mg/ml
28103969706,midazolam,inject,5 mg/ml
28103110599,midazolamhydrochloride,inject,1 mg/ml
28103110799,midazolamhydrochloride,inject,5 mg/ml
28106833322,midodrinehydrochloride,tablet,2.5 mg
28106833522,midodrinehydrochloride,tablet,5 mg
28103074199,mifepristone,tablet,200 mg
28106414820,mifepristone,tablet,200 mg
28106631821,mifepristone,tablet,200 mg
28106572721,mifepristone,tablet,200 mg
28101953297,budesonide,capsule,200 mikrogram
28101953397,budesonide,capsule,400 mikrogram
28106142218,budesonide,capsule,400 mikrogram
28106271319,budesonide,capsule,400 mikrogram
28106362019,budesonide,capsule,400 mikrogram
28106641221,sitagliptinhydrochloridemonohydrate,tablet,100 mg
28106640821,sitagliptinhydrochloridemonohydrate,tablet,50 mg
28101847296,tolfenamicacid,tablet,200 mg
28105966017,tolfenamicacid,tablet,200 mg
28106956823,tolfenamicacid,tablet,200 mg
28107082523,tolfenamicacid,tablet,200 mg
28105309513,miglustat,capsule,100 mg
28106095418,miglustat,capsule,100 mg
28105821216,miglustat,capsule,100 mg
28103912406,tamsulosinhydrochloride,capsule,0.4 mg
28105379114,"milbemycinoxime,praziquantel",tablet,16+40 mg
28105379014,"milbemycinoxime,praziquantel",tablet,4+10 mg
28105354713,"milbemycinoxime,praziquantel",tablet,12.5+125 mg
28105354613,"milbemycinoxime,praziquantel",tablet,2.5+25 mg
28106804022,"milbemycinoxime,praziquantel",tablet,12.5+125 mg
28106804122,"milbemycinoxime,praziquantel",tablet,25+250 mg
28106804322,"milbemycinoxime,praziquantel",tablet,16+40 mg
28106803922,"milbemycinoxime,praziquantel",tablet,2.5+25 mg
28106804222,"milbemycinoxime,praziquantel",tablet,4+10 mg
28105256913,"milbemycinoxime,praziquantel",tablet,16 mg+40 mg
28103456802,"milbemycinoxime,praziquantel",tablet,12.5 mg+125 mg
28104545209,"milbemycinoxime,praziquantel",tablet,12.5 mg+125 mg
28103457002,"milbemycinoxime,praziquantel",tablet,16 mg+40 mg
28106023417,"milbemycinoxime,praziquantel",tablet,16 mg+40 mg
28103456702,"milbemycinoxime,praziquantel",tablet,2.5 mg+25 mg
28104538809,"milbemycinoxime,praziquantel",tablet,2.5 mg+25 mg
28103456902,"milbemycinoxime,praziquantel",tablet,4 mg+10 mg
28106029217,"milbemycinoxime,praziquantel",tablet,12.5+125 mg
28103413302,loratadine,tablet,10 mg
28101315887,hydrocortisone,cream,10 mg/g
28106044117,"milbemycinoxime,praziquantel",tablet,12.5+125 mg
28105826516,milrinone,inject,1 mg/ml
28105246813,"milbemycinoxime,praziquantel",tablet,12.5+125 mg
28105258413,"milbemycinoxime,praziquantel",tablet,16+40 mg
28105246713,"milbemycinoxime,praziquantel",tablet,2.5+25 mg
28105258313,"milbemycinoxime,praziquantel",tablet,4+10 mg
28106765222,milrinone,inject,1 mg/ml
28103589303,cinacalcethydrochloride,tablet,30 mg
28103589403,cinacalcethydrochloride,tablet,60 mg
28103589503,cinacalcethydrochloride,tablet,90 mg
28105816016,cinacalcethydrochloride,capsule,1 mg
28105816116,cinacalcethydrochloride,capsule,2.5 mg
28105816216,cinacalcethydrochloride,capsule,5 mg
28103882805,glycerol,cream,20%
28101594194,norethisterone,tablet,0.35 mg
28101229985,desmopressinacetatetrihydrate,spray,10 mikrogram/dosis
28101407390,desmopressinacetatetrihydrate,spray,2.5 mikrogram/dosis
28101281086,desmopressinacetatetrihydrate,tablet,0.1 mg
28101281186,desmopressinacetatetrihydrate,tablet,0.2 mg
28106439520,tafasitamab,powder,200 mg
28105896516,glipizide,tablet,5 mg
28101292187,"ethinylestradiol,gestoden",tablet,75+30 mikrogram
28106002017,sarolaner,tablet,10 mg
28106002417,sarolaner,tablet,120 mg
28106002117,sarolaner,tablet,20 mg
28106002217,sarolaner,tablet,40 mg
28106001917,sarolaner,tablet,5 mg
28106002317,sarolaner,tablet,80 mg
28105646415,"ethinylestradiol,levonorgestrel",tablet,0.10+0.02 mg
28106706521,"ethinylestradiol,levonorgestrel",tablet,0.10+0.02 mg
28106965023,"ethinylestradiol,levonorgestrel",tablet,0.10+0.02 mg
28105646515,"ethinylestradiol,levonorgestrel",tablet,0.10+0.02 mg
28106409920,"ethinylestradiol,levonorgestrel",tablet,0.10+0.02 mg
28106713621,"ethinylestradiol,levonorgestrel",tablet,0.10+0.02 mg
28107001723,"ethinylestradiol,levonorgestrel",tablet,0.10+0.02 mg
28104421108,pramipexoledihydrochloridemonohydrate,tablet,0.26 mg
28104421208,pramipexoledihydrochloridemonohydrate,tablet,0.52 mg
28104421308,pramipexoledihydrochloridemonohydrate,tablet,1.05 mg
28104590109,pramipexoledihydrochloridemonohydrate,tablet,1.57 mg
28104421408,pramipexoledihydrochloridemonohydrate,tablet,2.1 mg
28104590209,pramipexoledihydrochloridemonohydrate,tablet,2.62 mg
28104421508,pramipexoledihydrochloridemonohydrate,tablet,3.15 mg
28101826996,pramipexoledihydrochloridemonohydrate,tablet,0.088 mg
28101827096,pramipexoledihydrochloridemonohydrate,tablet,0.18 mg
28103057098,pramipexoledihydrochloridemonohydrate,tablet,0.35 mg
28101827196,pramipexoledihydrochloridemonohydrate,tablet,0.7 mg
28101827396,pramipexoledihydrochloridemonohydrate,tablet,1.1 mg
28106048017,mirtazapine,ointment,20 mg/g
28103942806,methoxypolyethyleneglycol-epoetinbeta,inject,100 mikrogram/0.3 ml
28104247607,methoxypolyethyleneglycol-epoetinbeta,inject,120 mikrogram/0.3 ml
28103942906,methoxypolyethyleneglycol-epoetinbeta,inject,150 mikrogram/0.3 ml
28103943006,methoxypolyethyleneglycol-epoetinbeta,inject,200 mikrogram/0.3 ml
28103943106,methoxypolyethyleneglycol-epoetinbeta,inject,250 mikrogram/0.3 ml
28104247307,methoxypolyethyleneglycol-epoetinbeta,inject,30 mikrogram/0.3 ml
28104247707,methoxypolyethyleneglycol-epoetinbeta,inject,360 mikrogram/0.6 ml
28104247407,methoxypolyethyleneglycol-epoetinbeta,inject,40 mikrogram/0.3 ml
28103942606,methoxypolyethyleneglycol-epoetinbeta,inject,50 mikrogram/0.3 ml
28104247507,methoxypolyethyleneglycol-epoetinbeta,inject,60 mikrogram/0.3 ml
28103942706,methoxypolyethyleneglycol-epoetinbeta,inject,75 mikrog/0.3 ml
28106710221,rivaroxaban,tablet,10 mg
28106710321,rivaroxaban,tablet,15 mg
28106710421,rivaroxaban,tablet,20 mg
28106710021,rivaroxaban,tablet,2.5 mg
28104029406,mirtazapine,tablet,15 mg
28104029506,mirtazapine,tablet,30 mg
28104029606,mirtazapine,tablet,45 mg
28103313101,mirtazapine,tablet,15 mg
28104224207,mirtazapine,tablet,15 mg
28104224307,mirtazapine,tablet,30 mg
28104224407,mirtazapine,tablet,45 mg
28103314101,mirtazapine,tablet,15 mg
28103314301,mirtazapine,tablet,45 mg
28103718504,mirtazapine,tablet,15 mg
28103718604,mirtazapine,tablet,30 mg
28103718704,mirtazapine,tablet,45 mg
28105277313,mirtazapine,tablet,15 mg
28105277413,mirtazapine,tablet,30 mg
28105277513,mirtazapine,tablet,45 mg
28103946406,mirtazapine,tablet,15 mg
28103946506,mirtazapine,tablet,30 mg
28103946606,mirtazapine,tablet,45 mg
28106409720,mirtazapine,tablet,15 mg
28104058306,mirtazapine,tablet,15 mg
28104058406,mirtazapine,tablet,30 mg
28104058506,mirtazapine,tablet,45 mg
28106722821,mirtazapine,tablet,15 mg
28106722921,mirtazapine,tablet,30 mg
28106723021,mirtazapine,tablet,45 mg
28106722221,mirtazapine,tablet,15 mg
28106722621,mirtazapine,tablet,30 mg
28106722721,mirtazapine,tablet,45 mg
28106723121,mirtazapine,tablet,15 mg
28106723221,mirtazapine,tablet,30 mg
28103937106,mirtazapine,tablet,15 mg
28103937206,mirtazapine,tablet,30 mg
28103937306,mirtazapine,tablet,45 mg
28104190107,mirtazapine,tablet,15 mg
28104190207,mirtazapine,tablet,30 mg
28104190307,mirtazapine,tablet,45 mg
28105243913,brimonidinetartrate,gel,3 mg/g
28106488620,dabigatranetexilatemesilate,capsule,110 mg
28106488720,dabigatranetexilatemesilate,capsule,150 mg
28106488520,dabigatranetexilatemesilate,capsule,75 mg
28104409008,metforminhydrochloride,tablet,1000 mg
28104408808,metforminhydrochloride,tablet,500 mg
28104408908,metforminhydrochloride,tablet,850 mg
28105337913,mitomycin,powder,40 mg
28105338113,mitomycin,powder,1 mg/ml
28103267601,"insulinhuman(rdna),isophane(nhp)insulinhuman(rdna)",inject,100 ie/ml
28103267101,"insulinhuman(rdna),isophane(nhp)insulinhuman(rdna)",inject,100 ie/ml
28103267701,"insulinhuman(rdna),isophane(nhp)insulinhuman(rdna)",inject,100 ie/ml
28103267201,"insulinhuman(rdna),isophane(nhp)insulinhuman(rdna)",inject,100 ie/ml
28103267001,"insulinhuman(rdna),isophane(nhp)insulinhuman(rdna)",inject,100 ie/ml
28103266801,"insulinhuman(rdna),isophane(nhp)insulinhuman(rdna)",inject,40 ie/ml
28103268301,"insulinhuman(rdna,amorphous),isophane(nhp)insulinhuman(rdna)",inject,100 ie/ml
28103268201,"insulinhuman(rdna),isophane(nhp)insulinhuman(rdna)",inject,100 ie/ml
28103267301,"insulinhuman(rdna),isophane(nhp)insulinhuman(rdna)",inject,100 ie/ml
28103267401,"insulinhuman(rdna),isophane(nhp)insulinhuman(rdna)",inject,100 ie/ml
28103267501,"insulinhuman(rdna),isophane(nhp)insulinhuman(rdna)",inject,100 ie/ml
28107044604,"sheepvirusstrainjeryllynn(live,weakened),measlesvirusstrainedmonstonb,live,attenuated/weakened,reddogvirusstrainwistarra27/3(live,weakened)",powder,
28103695904,"sheepvirusstrainjeryllynn(live,weakened),measlesvirusstrainedmonstonb,live,attenuated/weakened,reddogvirusstrainwistarra27/3(live,weakened)",powder,
28104316708,modafinil,tablet,100 mg
28105501014,modafinil,tablet,100 mg
28105501114,modafinil,tablet,200 mg
28106523120,modafinil,tablet,100 mg
28104285208,tacrolimus(anhydrous),granule,0.2 mg
28104285308,tacrolimus(anhydrous),granule,1 mg
28101700794,modafinil,tablet,100 mg
28105240113,"hydrochlorothiazide,telmisartan",tablet,40+12.5 mg
28105240213,"hydrochlorothiazide,telmisartan",tablet,80+12.5 mg
28105240313,"hydrochlorothiazide,telmisartan",tablet,80+25 mg
28106460520,risperidone,tablet,2 mg
28106397420,mometasonefuroatemonohydrate,spray,50 mikrogram/dosis
28106066518,mometasonefuroate,cream,1 mg/g
28104726910,mometasonefuroatemonohydrate,spray,50 mikrogram/dosis
28107040123,mometasonefuroatemonohydrate,spray,50 mikrogram/dosis
28105742616,mometasonefuroatemonohydrate,spray,50 mikrogram/dosis
28106449520,mometasonefuroate,cream,1 mg/g
28104547309,mometasonefuroate,cream,1 mg/g
28104547409,mometasonefuroate,ointment,1 mg/g
28104482209,mometasonefuroate,cream,1 mg/g
28107121924,mometasonefuroatemonohydrate,spray,50 mikrogram/dosis
28105126212,mometasonefuroatemonohydrate,spray,50 mikrogram/dosis
28105080612,mometasonefuroatemonohydrate,spray,50 mikrogram/dosis
28105242013,mometasonefuroatemonohydrate,spray,50 mikrogram/dosis
28105892116,mometasonefuroatemonohydrate,spray,50 mikrogram/dosis
28120224408,sodiumiodide(131-i),capsule,37-7400 mb
28104374708,ferriderisomaltose,inject,100 mg/ml
28105906017,montelukastsodium,granule,4 mg
28104619609,montelukastsodium,tablet,4 mg
28104619709,montelukastsodium,tablet,5 mg
28104765310,montelukastsodium,tablet,10 mg
28104129207,montelukastsodium,tablet,10 mg
28104129007,montelukastsodium,tablet,4 mg
28104129107,montelukastsodium,tablet,5 mg
28104478609,montelukastsodium,tablet,10 mg
28104355208,montelukastsodium,tablet,10 mg
28104424608,montelukastsodium,tablet,5 mg
28104508609,montelukastsodium,tablet,10 mg
28104508409,montelukastsodium,tablet,4 mg
28104508509,montelukastsodium,tablet,5 mg
28104057406,montelukastsodium,tablet,10 mg
28104976911,montelukastsodium,granule,4 mg
28104056606,montelukastsodium,tablet,4 mg
28104056706,montelukastsodium,tablet,5 mg
28101490492,fosfomycintrometamol,granule,2 g
28101490592,fosfomycintrometamol,granule,3 g
28106230519,morphinehydrochloridetrihydrate,inject,10 mg/ml
28100736376,morphinehydrochloridetrihydrate,inject,20 mg/ml
28101376489,morphinehydrochloridetrihydrate,tablet,10 mg
28101162183,morphinehydrochloridetrihydrate,tablet,30 mg
28105728416,morphinehydrochloridetrihydrate,inject,10 mg/ml
28105728516,morphinehydrochloridetrihydrate,inject,20 mg/ml
28106212519,morphinehydrochloridetrihydrate,tablet,10 mg
28106212619,morphinehydrochloridetrihydrate,tablet,20 mg
28106212719,morphinehydrochloridetrihydrate,tablet,30 mg
28106212419,morphinehydrochloridetrihydrate,tablet,5 mg
28101219385,morphinehydrochloridetrihydrate,inject,0.4 mg/ml
28101658687,morphinehydrochloridetrihydrate,inject,10 mg/ml
28101656785,morphinehydrochloridetrihydrate,inject,20 mg/ml
28101656885,morphinehydrochloridetrihydrate,inject,5 mg/ml
28101656585,morphinehydrochloridetrihydrate,tablet,10 mg
28106492520,morphinesulfate,tablet,10 mg
28106227119,morphinesulfate,tablet,30 mg
28104920611,butorphanoltartrate,inject,10 mg/ml
28104920511,butorphanoltartrate,inject,4 mg/ml
28105462114,"plasmodiumfalciparumcircumsporozoiteproteinrts,srecombinantantigen/expr.streptococcuscerevisiae",powder,25 mikrogram/dosis
28103460302,methylphenidatehydrochloride,tablet,10 mg
28103460402,methylphenidatehydrochloride,tablet,20 mg
28103460202,methylphenidatehydrochloride,tablet,5 mg
28107135723,tirzepatide,inject,10 mg
28107135823,tirzepatide,inject,12.5 mg
28107135923,tirzepatide,inject,15 mg
28107135423,tirzepatide,inject,2.5 mg
28107135523,tirzepatide,inject,5 mg
28107135623,tirzepatide,inject,7.5 mg
28106686821,tirzepatide,inject,10 mg
28106686921,tirzepatide,inject,12.5 mg
28106687021,tirzepatide,inject,15 mg
28106686521,tirzepatide,inject,2.5 mg
28106686621,tirzepatide,inject,5 mg
28106686721,tirzepatide,inject,7.5 mg
